ID,MSLG,SPA,MSLG_clean
530,AYER METRO AMETRALLADORA SOLDADO YO VER,Ayer en el metro vi a un soldado con su ametralladora.,AYER METRO AMETRALLADORA SOLDADO YO VER
423,CACAHUATES CON LIMÓN SAL YO ENCANTA COMER,Me encanta comer cacahuates con limón y sal.,CACAHUATES CON LIMÓN SAL YO ENCANTA COMER
784,POLLO YO QUERER COMER,Quiero comer pollo.,POLLO YO QUERER COMER
765,TÚ CUIDAR MUCHO MAÑANA VERNOS,"Cuídate mucho, nos vemos mañana.",TÚ CUIDAR MUCHO MAÑANA VERNOS
849,CHIMENEA TÚ ENCENDERfuego,Enciende la chimenea.,CHIMENEA TÚ ENCENDERFUEGO
846,CHARLES-MICHEL-L´ÉPÉE PADRE SORDO,Charles-Michel de l’Épée es el “Padre de los Sordos”.,CHARLES-MICHEL-L´ÉPÉE PADRE SORDO
265,ESA MÁQUINA FALLA COMPONER NECESITA,"Esa máquina falla mucho, se necesita que la compongan.",ESA MÁQUINA FALLA COMPONER NECESITA
630,TÚ SUERTE OJALÁ,Deseo que tengas mucha suerte.,TÚ SUERTE OJALÁ
7,PERSONA ÉL ABOFETEAR MÍ,Esa persona me abofeteó.,PERSONA ÉL ABOFETEAR MÍ
305,MI COMPUTADORA PRENDER NO YO PREOCUPADO,"Mi computadora no prende, estoy preocupado.",MI COMPUTADORA PRENDER NO YO PREOCUPADO
394,TODO CORREO-ELECTRÓNICO USAR ARROBA,Todos los correos usan arroba.,TODO CORREO-ELECTRÓNICO USAR ARROBA
696,AYER YO YA IR GALERÍA,Ayer fui a la galería.,AYER YO YA IR GALERÍA
136,TIENDA CERCA DOS CUADRAS,La tienda más cercana está a dos cuadras.,TIENDA CERCA DOS CUADRAS
507,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA,Mi hermano terminó con su novia.,MI HERMANO SUYA NOVIO+MUJER SEPARAR YA
69,dm-CÉSAR SU BEBÉ BONITO,El bebé de César es muy bonito.,CÉSAR SU BEBÉ BONITO
538,HOY WAL-MART BOMBA AIRE PARA MI PAPÁ YA YO COMPRAR,Hoy compré en Wal-Mart una bomba de aire para mi papá.,HOY WAL-MART BOMBA AIRE PARA MI PAPÁ YA YO COMPRAR
561,SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE,Cuando me acabo de bañar siempre me pongo desodorante.,SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE
266,YA ELLOS ARRESTAR ÉL,Ellos lo arrestaron.,YA ELLOS ARRESTAR ÉL
60,AYER BANCO dm-ROCÍO DINERO RETIRAR,Rocío retiró dinero ayer en el banco.,AYER BANCO ROCÍO DINERO RETIRAR
370,¿TÚ CREER TODOS ALMA TENER?,¿Crees que todos tenemos alma?,¿TÚ CREER TODOS ALMA TENER?
901,MAÑANA MI TÍO MUDARSE CASA,Mi tío se mudará de casa mañana.,MAÑANA MI TÍO MUDARSE CASA
367,"DIARIO ALABANZA DIOS, NOSOTROS HACER",Todos los días hacemos alabanzas a Dios.,"DIARIO ALABANZA DIOS, NOSOTROS HACER"
799,VILLAHERMOSA MUCHO CALOR,En Villahermosa hace mucho calor.,VILLAHERMOSA MUCHO CALOR
359,ADMINISTRACIÓN DELEGACIÓN ELLOS IR,Ellos fueron a la administración de la delegación.,ADMINISTRACIÓN DELEGACIÓN ELLOS IR
967,YO NO-FUI VIDRIO ROMPER ROMPER,Yo no fui el que rompió el vidrio.,YO NO-FUI VIDRIO ROMPER ROMPER
230,SEÑORA dm-MARÍA TENER COCINA,La señora María tiene una cocina.,SEÑORA MARÍA TENER COCINA
690,YO CREER ESPÍRITU SANTO,Yo creo en el Espíritu Santo.,YO CREER ESPÍRITU SANTO
113,TODO PRODUCTO CÓDIGO-DE-BARRAS ETIQUETA HABER,Todos los productos se etiquetan con un código de barras.,TODO PRODUCTO CÓDIGO-DE-BARRAS ETIQUETA HABER
881,HACE-TIEMPO ENRIQUE-PEÑA-NIETO GOBERNADOR ESTADO-DE-MÉXICO,Enrique Peña Nieto fue gobernador del Estado de México.,HACE-TIEMPO ENRIQUE-PEÑA-NIETO GOBERNADOR ESTADO-DE-MÉXICO
403,COMPETENCIA ATLETISMO MI AMIGO+MUJER YA INSCRIBIRSE,Mi amiga se inscribió en una competencia de atletismo.,COMPETENCIA ATLETISMO MI AMIGO+MUJER YA INSCRIBIRSE
465,ANTES CANCÚN IDA-Y-VENIR,Fui a Cancún de ida y vuelta.,ANTES CANCÚN IDA-Y-VENIR
295,YO DOLOR ESPALDA PORQUE AYER MUEBLE YO CARGAR,Me duele la espalda porque ayer cargué un mueble.,YO DOLOR ESPALDA PORQUE AYER MUEBLE YO CARGAR
365,JUGUETE MI AHIJADO YO REGALAR ÉL YA,Le regalé un juguete a mi ahijado.,JUGUETE MI AHIJADO YO REGALAR ÉL YA
911,TÚ NO PREOCUPAR DEJARLO-ASÍ,"No te preocupes, déjalo así.",TÚ NO PREOCUPAR DEJARLO-ASÍ
803,MAÑANA TRABAJO dm-JUAN YO NOSOTROS-DE-DOS ACOMPAÑAR,Mañana Juan y yo nos acompañaremos al trabajo.,MAÑANA TRABAJO JUAN YO NOSOTROS-DE-DOS ACOMPAÑAR
716,COLOR GRIS YO GUSTAR,Me gusta el color gris.,COLOR GRIS YO GUSTAR
525,TODO AFORTUNADO,Tú eres muy afortunado en todo.,TODO AFORTUNADO
885,NOSOTROS-DE-DOS TERMINAR-COMO-AMIGOS,Terminamos como amigos.,NOSOTROS-DE-DOS TERMINAR-COMO-AMIGOS
340,¡AY! SORPRESA AQUÍ YO VER TI,¡Ay! qué sorpresa verte aquí.,¡AY! SORPRESA AQUÍ YO VER TI
962,CAMPESINO MAÍZ SEMBRAR,El campesino siembra maíz.,CAMPESINO MAÍZ SEMBRAR
84,dm-DAVID SU PAPÁ BOMBERO,El papá de David es bombero.,DAVID SU PAPÁ BOMBERO
676,MAÑANA YO DINERO DEPOSITAR BANCO,Mañana voy a depositar el dinero en el banco.,MAÑANA YO DINERO DEPOSITAR BANCO
400,FILIPINAS SUYO ASIA,Filipinas está en Asia.,FILIPINAS SUYO ASIA
790,TÚ DEBER SEGUIR ESTUDIAR,Debes seguir estudiando.,TÚ DEBER SEGUIR ESTUDIAR
369,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS,Mi vecino va diario a Alcohólicos Anónimos.,DIARIO MI VECINO IR ALCOHÓLICOS-ANÓNIMOS
976,HERMANO ÚLTIMO DOCTOR-DIENTES,Mi hermano menor es dentista.,HERMANO ÚLTIMO DOCTOR-DIENTES
836,ANTES PRESIDENTE MÉXICO ¿QUIÉN? CARLOS-SALINAS-DE-GORTARI,¿Quién fue el presidente de México? Carlos Salinas de Gortari.,ANTES PRESIDENTE MÉXICO ¿QUIÉN? CARLOS-SALINAS-DE-GORTARI
304,¿DÓNDE TUYO CÓMPLICE DÓNDE?,¿Dónde está tu cómplice?,¿DÓNDE TUYO CÓMPLICE DÓNDE?
469,ISLANDIA DÓNDE LUGAR EUROPA,Islandia se encuentra en Europa.,ISLANDIA DÓNDE LUGAR EUROPA
62,BANDERA CAER MIENTRAS CEREMONIA,La bandera se cayó durante la ceremonia.,BANDERA CAER MIENTRAS CEREMONIA
453,YO CONOCER ÉL BIEN YA YO VER ÉL CONSTA,"Yo lo conozco bien, me consta.",YO CONOCER ÉL BIEN YA YO VER ÉL CONSTA
899,JABÓN BURBUJAS,El jabón hace burbujas.,JABÓN BURBUJAS
875,CRISTIANA YO CREER FE,Yo creo en la fe cristiana.,CRISTIANA YO CREER FE
652,AMETRALLADORA DIFERENTE YO NO-GUSTAR,A mí no me gustan las ametralladoras.,AMETRALLADORA DIFERENTE YO NO-GUSTAR
18,NOSOTROS IR JUGAR AFUERA,Vamos a jugar afuera.,NOSOTROS IR JUGAR AFUERA
206,ALBERCA YO NADAR,Yo nado en la alberca.,ALBERCA YO NADAR
5,PERRO DEBAJO MESA,El perro está debajo de la mesa.,PERRO DEBAJO MESA
692,METRO LÍNEA NÚMERO 12 FALLO CONSTRUIR ARREGLAR,La línea 12 del metro tuvo un gran fallo estructural.,METRO LÍNEA NÚMERO 12 FALLO CONSTRUIR ARREGLAR
497,HOMBRE MUJERIEGO MUCHO,Hay muchos hombres mujeriegos.,HOMBRE MUJERIEGO MUCHO
519,NOSOTROS FUTBOL JUGAR GANAR ¡VIVA!,"Ganamos el partido de futbol, ¡viva!",NOSOTROS FUTBOL JUGAR GANAR ¡VIVA!
131,JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER,El muchacho corteja a su novia.,JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER
888,¿CUÁNTOS MÉXICO-NACIONAL SORDOS HABER?,¿Cuántos sordos hay en México?,¿CUÁNTOS MÉXICO-NACIONAL SORDOS HABER?
97,MI HERMANO BICICLETA ÉL CAER,Mi hermano se cayó de la bicicleta.,MI HERMANO BICICLETA ÉL CAER
738,LEGISLADOR YA PROPONER NUEVA LEY LSM,El legislador propuso una nueva ley de LSM.,LEGISLADOR YA PROPONER NUEVA LEY LSM
622,VENTANA FILA GOBIERNO TRÁMITE ENTREGAR PAPEL DEBER PONER-SELLO,"Entrega el trámite en la ventanilla de gobierno, deben poner un sello.",VENTANA FILA GOBIERNO TRÁMITE ENTREGAR PAPEL DEBER PONER-SELLO
190,dm-MARÍA LOTERÍA GANAR AHORA MILLONARIA ELLA,"María ganó la lotería, ahora es millonaria.",MARÍA LOTERÍA GANAR AHORA MILLONARIA ELLA
862,MAÑANA COMBI YO IR A MI CASA,Mañana me iré en combi a mi casa.,MAÑANA COMBI YO IR A MI CASA
728,TU INE TÚ DEBER MOSTRAR PARA PERMISO PASAR,Debes mostrar tu INE para poder pasar.,TU INE TÚ DEBER MOSTRAR PARA PERMISO PASAR
273,¿DÓNDE BALÓN DÓNDE?,¿Dónde hay un balón?,¿DÓNDE BALÓN DÓNDE?
472,FÁCIL APRENDER LETRA ABECEDARIO,Es fácil aprender las letras del abecedario.,FÁCIL APRENDER LETRA ABECEDARIO
260,"APENAS, YO VER TI",Apenas te vi (hace poco).,"APENAS, YO VER TI"
557,"AYER dm-JOSEFINA, dm-ALBERTO AMBOS DADOS JUGAR",Josefina y Alberto jugaron dados ayer.,"AYER JOSEFINA, ALBERTO AMBOS DADOS JUGAR"
280,SÍ YO GUSTAR JUGAR BOLICHE,A mí sí me gusta jugar boliche.,SÍ YO GUSTAR JUGAR BOLICHE
168,FRECUENTEMENTE YO IR CINE,Frecuentemente voy al cine.,FRECUENTEMENTE YO IR CINE
282,YO VER BIEN YO BORROSO,"No veo bien, veo borroso.",YO VER BIEN YO BORROSO
906,REFRIGERADOR HABER COMIDA CADUCADA,En el refrigerador hay comida caducada.,REFRIGERADOR HABER COMIDA CADUCADA
853,DECIR CHISME DIRECTOR ESO NO CIERTO,El rumor sobre el director no era cierto.,DECIR CHISME DIRECTOR ESO NO CIERTO
297,ELLA LLORAR PORQUE CEBOLLA PICAR,Ella llora porque pica cebolla.,ELLA LLORAR PORQUE CEBOLLA PICAR
832,UNA-VEZ MAÑANA FIESTA CANTAR,Mañana sólo cantaré una canción en la fiesta,UNA-VEZ MAÑANA FIESTA CANTAR
761,NUESTRA CITA LUGAR TAXQUEÑA,Nuestra cita es en Taxqueña.,NUESTRA CITA LUGAR TAXQUEÑA
617,SECRETARIA ELLA COMPUTADORA CARTA ARCHIVO,La secretaria está capturando la carta.,SECRETARIA ELLA COMPUTADORA CARTA ARCHIVO
139,MI AMIGO dm-RODOLFO DADIVOSO,Mi amigo Rodolfo es muy dadivoso.,MI AMIGO RODOLFO DADIVOSO
643,dm-NOEMÍ YA ULTRASONIDO PARA SABER SUYO BEBE NIÑO NIÑO+MUJER,Noemí se hizo un ultrasonido para saber si su bebé era niño o niña.,NOEMÍ YA ULTRASONIDO PARA SABER SUYO BEBE NIÑO NIÑO+MUJER
355,NOSOTROS TENER MUCHA ACTIVIDAD DIFERENTE ESCUELA,Nosotros tenemos muchas actividades en la escuela.,NOSOTROS TENER MUCHA ACTIVIDAD DIFERENTE ESCUELA
528,ALGUIEN ÉL AYUDAR MÍ,Algunas personas son voluntarias en la Cruz Roja.,ALGUIEN ÉL AYUDAR MÍ
37,MAESTRO ALUMNOS REUNIÓN APARTE,El maestro se reunió aparte con sus alumnos.,MAESTRO ALUMNOS REUNIÓN APARTE
868,AYER CONSTANCIA SECUNDARIA ELLOS DAR MÍ,Ayer me dieron la constancia de la secundaria.,AYER CONSTANCIA SECUNDARIA ELLOS DAR MÍ
671,ESA PERSONA COLMILLO TÚ CUIDAR,"Esa persona es astuta, ten cuidado.",ESA PERSONA COLMILLO TÚ CUIDAR
301,JUGUETE CARRO YO GUSTAR COLECCIONAR,Me gusta coleccionar carros de juguete.,JUGUETE CARRO YO GUSTAR COLECCIONAR
