ID	MSLG	SPA
	ELLA TENER LUNAR BONITO	ella tiene una lunar bonito
	MÍ ABUELO+MUJER 90 EDAD	mi abuela tiene 90 aos
	SIEMPRE MI FAMILIA TELETÓN DONAR DONAR	mi familia siempre dona a teletón
	MI MAMÁ USA CREMA-DE-COSMÉTICO	mi mamá usa crema para la cara
	MADRUGADA EXPLOSIÓN YO ESCUCHAR	en la madrugada escuché una explosión
	MÍ MAMÁ COMPRAR CALZÓN	mi mamá me compró un calzón
	COMIDA TENER MUCHO GRASA	la comida tiene mucha grasa
	CHARLES-MICHEL-L´ÉPÉE PADRE SORDO	en espagnol le charles-michel de l’épée es el “padre de los sordos”
	YO QUERER APRENDER MUCHO COSA	yo quiero aprender muchas cosas
	SIEMPRE HIJO VECINO MÍ DESOBEDECER MUCHO	el hijo de mi vecino siempre es muy desobediente
	POLICÍA AGENTE NOSOTROS PROTEGER MÍ	la policia judicial nos protege
	SIEMPRE MI FAMILIA TELETÓN DONAR DONAR	mi familia siempre dona a teletón
	SIEMPRE NIÑO SUEÑO	el nio siempre tiene sueo
	ESTE JUGUETE BARATO	el juguete está barato
	MI HERMANO+MUJER SNORKELING ELLA PRACTICAR	mi hermana practica snorkeling
	MUCHO PERSONA CORÁN ELLOS CREER	las personas creen en el corán
	SIEMPRE BEBÉ EXPRESAR EXPRESAR	el bebé siempre es muy expresivo
	SANTIAGO MONEDA GUARDAR-BOLSILLO	santiago guarda en el bolsillo una moneda
	MI AMIGO RODOLFO DADIVOSO	mi amigo rodolfo es muy dadivoso
	CUADERNO YO NECESITAR	el cuaderno es necesito
	ESE CARRO NUEVO LUJOSO	es es el carro nuevo es muy lujoso
	MI MAMÁ COCINA OLLA-EXPRÉS POLLO CALDO SABROSO	mi mamá cocina en la olla express caldo de pollo sabroso
	CHARLES-MICHEL-L´ÉPÉE PADRE SORDO	en espagnol le charles-michel de l’épée es el “padre de los sordos”
	SACAR-COPIA TÚ DEBER	debes sacar una copia
	BANDERA MEXICANA TENER TRES COLORES	la bandera mexicana tiene tres colores
	TOMÁS APÓSTOL JESÚS	tomás fue un apóstol de jess
	CHARLES-MICHEL-L´ÉPÉE PADRE SORDO	en espagnol le charles-michel de l’épée es el “padre de los sordos”
	AYER MI AUTOMÓVIL YO ENTREGAR-ENGANCHE	ayer entregué el enganche de mi auto
	PRÓXIMO AÑO LUGAR LAGO-DE-PÁTZCUARO NOSOTROS VIAJAR	el próximo ao al lago de pátzcuaro es viajar
	NOSOTROS ABRIR-HORNO PARA PASTEL	el sylvio del abri es un horno para meter los pasteles
	MI HIJO YO ABANDONAR	yo abandoné a mi hijo
	PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN	las próximas vacaciones iré de viaje a ciudad obregón
	TEMPRANO DESPERTAR CORRER YO DEBER COSTUMBRE	el TEMPRANO CORRER yo debo acostumbre
	BOSNIA-HERZEGOVINA ESE PAÍS LEJOS	en la biblioteca bosnia y herzegovina es un pas muy lejano
	HOY YO IR ZOOLOGICO YO VER YA GORILA	hoy fu al zoológico y vi un gorila
	TEMPRANO DESPERTAR CORRER YO DEBER COSTUMBRE	el TEMPRANO CORRER yo debo acostumbre
	YO NO-FUI COMPUTADORA NO-SIRVE	yo no fui quien descompuso la computadora
	MI MAMÁ CATÓLICA	mi mamá es católica
	ISABEL TENER ORO CORONA SU	isabel tiene una corona de oro
	DELEGACIÓN YO YA IR ACTA LEVANTAR	yo fui a levantar un acta a la delegación
	SIEMPRE ELLOS DISCUTIR	ellos siempre discuten
	PANADERÍA YO IR	yo voy a la panadera
	PANADERÍA YO IR	yo voy a la panadera
	LUGAR ESCUELA NOSOTROS APRENDER GRAMÁTICA	nosotros aprendemos gramática en la escuela
	MI AMIGO RODOLFO DADIVOSO	mi amigo rodolfo es muy dadivoso
	CAJA PEQUEÑA SU COLOR ROJO	la caja pequea es un color rojo
	SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO	la semana pasada compré cinta canela en el centro
	ANTES ADOLFO-LÓPEZ-MATEOS ÉL PRESIDENTE MÉXICO	adolfo lópez mateos fue presidente de méxico
	MI GATO ACARICIAR TRANQUILO	el acaricio de mi gato es muy tranquilo
	ALGUNAS PERSONAS ANALFABETO	algunas personas son analfabetas
	YO NO-FUI VIDRIO ROMPER ROMPER	yo no fui el vidrio rompió el vidario
	CINTURÓN-DE-SEGURIDAD MI AUTO NO-HAY	mi auto no tiene cinturón de seguridad
	MIGUEL ÉL QUERER NOVIO+MUJER PERO NO-ATREVERSE	miguel quiere declarse a su amiga pero no se atreve
	ALCOHOL YO NO-GUSTAR	yo no me gustan las alcohos
	SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE	el cuando me acabo de baar siempre me pongo desodorante
	SIEMPRE BEBÉ EXPRESAR EXPRESAR	el bebé siempre es muy expresivo
	MAÑANA YO VIAJAR ÁFRICA	maana voy a viajar a áfrica
	PARQUE ADENTRO AZCAPOTZALCO NOSOTROS IR	el parque de azcapotzalco es muy nostras
	MAESTRA MATEMÁTICAS MUCHAS BROMAS	la maestra de matemáticas dice muchas bromas
	ANTES ADOLFO-LÓPEZ-MATEOS ÉL PRESIDENTE MÉXICO	adolfo lópez mateos fue presidente de méxico
	MI COMPUTADORA PRENDER NO YO PREOCUPADO	mi computadora no prende estoy preocupado
	YO TENER TRABAJO YA CONTENTO YO	ya tengo trabajo estoy contento
	CINTURÓN-DE-SEGURIDAD MI AUTO NO-HAY	mi auto no tiene cinturón de seguridad
	SACAR-COPIA TÚ DEBER	debes sacar una copia
	YO YA COMPRAR NUEVA ALMOHADA CAMA	compré una almohada nueva para la cama
	MADRUGADA EXPLOSIÓN YO ESCUCHAR	en la madrugada escuché una explosión
	PRÓXIMO-DOMINGO MI HERMANO+MUJER CASAR	mi hermana se casa el próximo domingo
	MI JEFE ÉL PAGAR MÍ SUELDO MITAD	mi jefe me pagó la mitad del sueldo
	MAÑANA TRABAJO JUAN YO NOSOTROS-DE-DOS ACOMPAÑAR	maana juan y yo nos acompaaremos al trabajo
	SIEMPRE MI FAMILIA TELETÓN DONAR DONAR	mi familia siempre dona a teletón
	MI CRONÓMETRO YA PERDER	mi cronómetro se perdió
	SIEMPRE HIJO MÍ VECINO MUCHO DESOBEDECER	el hijo de mi vecino siempre es muy desobediente
	MAÑANA YO VIAJAR ÁFRICA	maana voy a viajar a áfrica
	PASADO-SÁBADO CARRETERA HABER ACCIDENTE GRAVE	el sábado pasado es un grave accidente en la carretera
	YO NO-FUI VIDRIO ROMPER ROMPER	yo no fui el vidrio rompió el vidario
	TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR	mi amiga y su novio van los sábados al casino
	ALCOHOL YO NO-GUSTAR	yo no me gustan las alcohos
	MI MAMÁ CATÓLICA	mi mamá es católica
	ESO BONITO SÍ YO GUSTAR	eso es muy bonito s me gusta
	MUCHO PERSONA CORÁN ELLOS CREER	las personas creen en el corán
	MUJER TENER VÁGINA	las mujeres tienen vágina
	SIEMPRE NIÑO SUEÑO	el nio siempre tiene sueo
	MUJER TENER VÁGINA	las mujeres tienen vágina
	ALMOHADA CÓMODA ALMOHADA DORMIR	la almohada es muy cómoda para dormir
	SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR	la semana pasada mi papá cortó la hoz
	MALETA-DE-RUEDAS MEJOR CUERPO NO DOLER	el malta de ruedas mejor no dolor
	AYER YO PASEAR SENTIR BIEN	ayer fui a pasear y me senti muy bien
	MÍ MAMÁ COMPRAR CALZÓN	mi mamá me compró un calzón
	AYER SUÉTER YO COMPRAR	ayer compré un suéter
	TODOS IGLESIA GRITAR ¡ALELUYA!	todos en la iglesia gritan aleluya
	MI AMIGO+MUJER MODELO SU REVISTA	mi amiga es modelo de una revista
	HOY MÍ CELULAR YO YA TENER SALDO	hoy mi celular ya tiene saldo
	PERRO DEBAJO MESA	el perro está debajo de la mesa
	ESE CARRO NUEVO LUJOSO	es es el carro nuevo es muy lujoso
	POLICÍA AGENTE NOSOTROS PROTEGER MÍ	la policia judicial nos protege
	TODOS-SÁBADOS MI AMIGO+MUJER SUYO NOVIO CASINO IR	mi amiga y su novio van los sábados al casino
	AYER YO PASEAR SENTIR BIEN	ayer fui a pasear y me senti muy bien
	YO YA GANAR CAMPEONATO	yo gané el campeonato
	CADA NIÑO ESCUELA TENER COMPUTADORA PARA TRABAJAR	en la escuela cada nio tiene una computadora para trabajar
	MI AMIGO JULIO TENER ACTA-DEMANDA	mi amigo julio tiene un acta de demanda
	LEGISLADOR YA PROPONER NUEVA LEY LSM	el legislador propuso una nueva ley de lsm
	AYER SU ROPA SUCIA MI HERMANO LAVAR	En mi hermano lavó su ropa sucia
	MI JEFE ÉL PAGAR MÍ SUELDO MITAD	mi jefe me pagó la mitad del sueldo
	AYER MI AUTOMÓVIL YO ENTREGAR-ENGANCHE	ayer entregué el enganche de mi auto
	MI HERMANO+MUJER SNORKELING ELLA PRACTICAR	mi hermana practica snorkeling
	MÉXICO BIBLIOTECA GRANDE	la biblioteca de méxico es muy grande
	CHAPULTEPEC HABER LAGO	en chapultepec hay un lago
	MI ABUELO TENER RIFLE VIEJO	mi abuelo tiene un rifle viejo
	PANADERÍA YO IR	yo voy a la panadera
	TOMÁS APÓSTOL JESÚS	tomás fue un apóstol de jess
	¿TÚ YA CONOCER ARGENTINA?	t ya conoces argentina?
	MI ABUELO TENER RIFLE VIEJO	mi abuelo tiene un rifle viejo
	MADRUGADA EXPLOSIÓN YO ESCUCHAR	en la madrugada escuché una explosión
	MI AMIGO RODOLFO DADIVOSO	mi amigo rodolfo es muy dadivoso
	MI PRIMO UNIVERSIDAD YA INGRESAR	mi primo ingresó a la universidad
	YO TENER TRABAJO CONTENTO YO YA	yo tengo trabajo estoy contento
	MIGUEL ÉL QUERER NOVIO+MUJER PERO NO-ATREVERSE	miguel quiere declarse a su amiga pero no se atreve
	BARCO CAPITÁN ÉL INTELIGENTE	el capitán del barco es muy inteligente
	ALGUNAS PERSONAS ANALFABETO	algunas personas son analfabetas
	MAESTRO ALUMNOS REUNIÓN APARTE	el maestro se reunió aparte con sus alumnos
	MI AMIGO JULIO TENER ACTA-DEMANDA	mi amigo julio tiene un acta de demanda
	ALONDRA YA PROMETER SU MAMÁ FUTURO MÉDICO	alondra le prometió a su mamá ser médio
	ROSALÍA TRABAJAR ARCHIVO HOSPITAL	rosala trabaja en el archivo del hospital
	YO VIAJE FRANCIA YO EMOCIONAR YA	mi viaje a francia me emocionó
	¿TÚ YA CONOCER ARGENTINA?	t ya conoces argentina?
	JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER	el muchacho corteja a su novia
	AYER MAMÁ PREPARAR ATOLE	ayer mi mamá preparó atole
	SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO	la semana pasada compré cinta canela en el centro
	MÍ ABUELO+MUJER 90 EDAD	mi abuela tiene 90 aos
	PRÓXIMO VACACIONES YO VIAJAR CIUDAD-OBREGÓN	las próximas vacaciones iré de viaje a ciudad obregón
	NOSOTROS ABRIR-HORNO PARA PASTEL	el sylvio del abri es un horno para meter los pasteles
	MARATÓN MI PRIMO MEDALLA ORO YA GANAR	mi primo ganó medalla de oro en el maratón
	HOY WAL-MART BOMBA AIRE PARA MI PAPÁ YA YO COMPRAR	hoy compré en espagnol el wal-mart una bomba de aire para mi papá
	YO NO-FUI COMPUTADORA NO-SIRVE	yo no fui quien descompuso la computadora
	AYER MAMÁ PREPARAR ATOLE	ayer mi mamá preparó atole
	MI MAMÁ USA CREMA-DE-COSMÉTICO	mi mamá usa crema para la cara
	MÍ ABUELO+MUJER 90 EDAD	mi abuela tiene 90 aos
	NOSOTROS ABRIR-HORNO PARA PASTEL	el sylvio del abri es un horno para meter los pasteles
	CUADERNO YO NECESITAR	el cuaderno es necesito
	SEMANA PASADA, YO IR PLAZA UNIVERSIDAD	la semana pasada fui a plaza universidad
	MAESTRA MATEMÁTICAS MUCHAS BROMAS	la maestra de matemáticas dice muchas bromas
	PRÓXIMO CONFERENCIA LUGAR MONTERREY	la próxima conferencia será en monterrey
	YO GUSTAR GALLETA DIFERENTE GAMESA	me gustan las galletas gamesa
	ESTE JUGUETE BARATO	el juguete está barato
	BOSNIA-HERZEGOVINA ESE PAÍS LEJOS	en la biblioteca bosnia y herzegovina es un pas muy lejano
	MALETA-DE-RUEDAS MEJOR CUERPO NO DOLER	el malta de ruedas mejor no dolor
	MI HERMANO+MUJER YA EMBARAZADA	mi hermana está embarazada
	AYER SU ROPA SUCIA MI HERMANO LAVAR	En mi hermano lavó su ropa sucia
	PRÓXIMO AÑO LUGAR LAGO-DE-PÁTZCUARO NOSOTROS VIAJAR	el próximo ao al lago de pátzcuaro es viajar
	JOVEN HOMBRE CORTEJA ELLA SU NOVIO+MUJER	el muchacho corteja a su novia
	MAÑANA TRABAJO JUAN YO NOSOTROS-DE-DOS ACOMPAÑAR	maana juan y yo nos acompaaremos al trabajo
	SEMANA PASADA YO PEDIR AVENTÓN LUGAR CASETA	la semana pasada ped un aventón a la caseta
	SUÉTER BLANCO YO PERDER	yo perd el suéter blanco
	SEMANA PASADA PASTO MÍ PAPÁ HOZ CORTAR	la semana pasada mi papá cortó la hoz
	AUSTRALIA DECIR HABER MUCHO CANGURO	en australia hay muchos canguros
	VECINO ÉL PEDIR MI CARRO MOVER	el vecino me pidió mover mi carro
	MI MAMÁ USA CREMA-DE-COSMÉTICO	mi mamá usa crema para la cara
	DELEGACIÓN YO YA IR ACTA LEVANTAR	yo fui a levantar un acta a la delegación
	TODOS IGLESIA GRITAR ¡ALELUYA!	todos en la iglesia gritan aleluya
	JUGUETE MI YA AHIJADO REGALAR ÉL YO	el regalé un juguete a mi ahijado
	CAJA PEQUEÑA SU COLOR ROJO	la caja pequea es un color rojo
	MI CRONÓMETRO PERDER YA	mi cronómetro se perdió
	BANDERA MÉXICO ESCUDO ESE MUCHO BONITO	el escudo de la bandera de méxico es muy bonito
	SIEMPRE BEBÉ EXPRESAR EXPRESAR	el bebé siempre es muy expresivo
	SANTIAGO MONEDA GUARDAR-BOLSILLO	santiago guarda en el bolsillo una moneda
	AUSTRALIA DECIR HABER MUCHO CANGURO	en australia hay muchos canguros
	MI COMPUTADORA PRENDER NO YO PREOCUPADO	mi computadora no prende estoy preocupado
	MÍ MAMÁ COMPRAR CALZÓN	mi mamá me compró un calzón
	HOSPITALACÁ TODA ENFERMERA AMABLE	todas las enfermeras del hospital son muy amables
	MI ABUELO+MUJER HACER RICO CHOCOLATE	mi abuela hace un chocolate muy rico
	MAESTRA MATEMÁTICAS MUCHAS BROMAS	la maestra de matemáticas dice muchas bromas
	HOY WAL-MART BOMBA AIRE PARA MI PAPÁ YA YO COMPRAR	hoy compré en espagnol el wal-mart una bomba de aire para mi papá
	SAPO YA CONVERTIR PERSONA PRÍNCIPE	el sapo se convirtió en prncipe
	MARATÓN MI PRIMO MEDALLA ORO YA GANAR	mi primo ganó medalla de oro en el maratón
	ROSALÍA TRABAJAR ARCHIVO HOSPITAL	rosala trabaja en el archivo del hospital
	YO YA COMPRAR NUEVA ALMOHADA PARA CAMA	compré una almohada nueva para la cama
	ALGUNAS PERSONAS ANALFABETO	algunas personas son analfabetas
	ELLA TENER LUNAR BONITO	ella tiene una lunar bonito
	SIEMPRE CUANDO ACABAR BAÑAR YO PONER-DESODORANTE	el cuando me acabo de baar siempre me pongo desodorante
	ISABEL TENER SU CORONA ORO	isabel tiene una corona de oro
	AYER MI AUTOMÓVIL YO ENTREGAR-ENGANCHE	ayer entregué el enganche de mi auto
	VECINO ÉL PEDIR MI CARRO MOVER	el vecino me pidió mover mi carro
	BARCO CAPITÁN ÉL INTELIGENTE	el capitán del barco es muy inteligente
	ELLA TENER LUNAR BONITO	ella tiene una lunar bonito
	YO VIAJE FRANCIA YO EMOCIONAR YA	mi viaje a francia me emocionó
	HOSPITALACÁ TODA ENFERMERA AMABLE	todas las enfermeras del hospital son muy amables
	SUÉTER BLANCO YO PERDER	yo perd el suéter blanco
	MALETA-DE-RUEDAS MEJOR CUERPO NO DOLER	el malta de ruedas mejor no dolor
	YO DOLOR ESPALDA PORQUE AYER MUEBLE YO CARGAR	me duele la espalda porque ayer cargué un mueble
	ALICIA YA VIAJAR SUDÁFRICA	en la espagnol del alicina ya viajó a sudáfrica
	SACAR LIBRO MATEMTICAS	saquen su libro de matemáticas
	MI TO TENER CASA CUERNAVACA	mi tío tiene una casa en cuernavaca
	SARAH-M ABUELO+MUJER RICO CHOCOLATE	mi abuela hace un chocolate muy rico
	SARA MUCHO ALMEJA ENCONTRAR	sara encontró muchas almejas en el mar
	YA M MADR YA EMBARAZADA	mi madre está embarazada
	YA M NO GUSTAR AMETRALLADORA	a mí no me gustan esas ametralladoras
	SEMANA PASADA YO PEDIR AVENTN LUGAR CASETA	la semana pasada pedí un aventón a la caseta
	BÉLGICA HABER LENAGUAS-SEAS : vgt y lsfb	en bélgica hay siete lenguas de señas: vgt y lsfb
	SIEMPRE ELLOS DISCUTIR	ellos siempre discuten
	SALN YO ENCANTA COMER CACAHUATES CON LIMN	me encanta comer cacahuates con limón y sal
	PRXIMO VACACIONES IR CIUDAD OBREGN	las próximas vacaciones iré de viaje a ciudad obregón
	SML GRANDE YO IR JUGAR AFUERA	vamos a jugar afuera
	SIEMPRE CUANDO ACABAR BAAR YO PONER-DESODORANTE	cuando me acabo de bañar siempre me pongo desodorante
	SALGO MI MAM USA CREMA-DE-COSMÉTICO	mi mamá usa crema para la cara
	YA M ABUELO+MUJER CHOCOLATE RICO	mi abuela hace un chocolate muuuy rico
	SARAH SU MSMLO: AUSTRA SU PAS HERMOSO	austría es un país hermoso
	SACAR-COPIA ELLOS DEBER	debes sacar una copia
	SIEMPRE BEBÉ EXPRESAR EX PRESAR	el bebé siempre es muy expresivo
	SANTÉAGO MONEDA GUARDAR-BOLSILLO	santiago guarda en su bolsillo una moneda
	MSLG Spanish YO QUERER APRENDER MUCHO COSA	yo quiero aprender muchas cosas
	SALGO YA CONVENCER MI AMIGO IR FIESTA	convencí a mi amigo de ir a la fiesta
	AYER SUIÉTER YO YA COMPRAR	ayer compré el suéter
	ALMOHADA CMODA ALMOHAD PARA DORMIR	la almohada es muy cómoda para dormir
	ALMOHADA CMODA ALMOHAD PARA DORMIR	la almohada es muuuuuuuy cómoda para dormir
	SANTÉAGO MONEDA GUARDAR-BOLSILLO	santiago guarda en su bolsillo una moneda
	AYER MAM PREPARAR ATOLE	ayer mi mamá preparó atole
	MARATN MI PRIMO MEDALLA ORO GANAR	mi primo ganó medalla de oro en el maratón
	SALGO YO YA GANAR CAMPEONATO	yo gané el campeonato
	SALGA YO YA IR ACTA LEVANTAR	yo fui a levantar un acta a la delegación
	AYER CINE MI PRIMO YA CONQUISTAR ELLA MI AMIGO+MUJER	ayer mi primo conquistó a mi amiga en el cine
	T DISCUTAR MI PREGUNTA PODER?	¿ puedes contestar mi pregunta ?
	SALGO NECESITAR PAPEL PARA AGUA ABSORBER	necesito papel para absorber el agua
	AYER SUÉTER YO YA COMPRAR	ayer compré un suéter
	AYER GALLERA YO IR	ayer fui a la galería
	SALGA YO YA IR ACTA LEVANTAR	yo fui a levantar un acta a la delegación
	TODO IGLESIA GRITAR ALELUYA!	todos en la iglesia gritan ¡aleluya
	MUCHO MI HIJO YO ABANDONAR	yo abandoné a mi hijo
	MAANA YO VIAJAR FRICA	mañana voy a viajar a áfrica
	YO YA COMPRAR COCA-COLA AYER	yo compré una coca cola ayer
	T YA CENAR?	¿ ya cenaste ?
	AYER MI AUTOMN YO ENTREGAR ENGANCHE	ayer entregué el enganche de mi auto
	MI AMIGO FEBRURO TENER ACTA-DEMANDA	mi amigo febrero tiene un acta de demanda
	SU HIJO YO YA MUCHO ABANDONAR	él abandonó a su hijo
	SARAH-MOLG DOCTOR ANOTAR-AGENDA	un doctor anota la cita en la agenda
	HOY WAL-MART BOMBA AIRE PARA MI PAP YA	hoy compré en wal-mart una bomba de aire para mi papá
	Spanish to mslg: isabel tiene una corona de plata	isabel tiene una corona de plata
	MI PAP LLENAR-FORMATO PARA TRAMITAR LICENCIA-DE-MANEJO	mi papá llena el formato para tramitar su licencia de manejo
	T YA CONOCER ARGENTINA?	¿ tú ya conoces argentina ?
	SALGO MI AMIGO RODOLFO DADIVOSO	mi amigo rodolfo es muy dadivoso
	AYER SU ROPA SUCIA MI HERMANO LAVAR	ayer mi hermano lavó su ropa sucia
	PRXIMO VACACIONES IR CIUDAD OBREGN	las próximas vacaciones iré de viaje a ciudad obregón
	PLAYA MUCHOS COCOS YO ENCONTRAR	en la playa encontré muchos cocos
	SALA TRABAJAR ARCHIVO HOSPITAL	rosalía trabaja en el archivo del hospitales
	SU BEBÉ BONITO ELLA	el bebéa de cesar es muuuy bonito
	MUCHO PERSONA ABOFETEAR M	esa persona me abofeteó
	HOY M CELULAR YO YA TENER SALDO	hoy mi celular ya tiene saldo
	SU PERRO ELLA ABANDONAR ELLAS	ana abandonó a su perro
	YO M DEL ESPALDA PORQUE AYER MUEBLE YO CARGAR	me duele la espalda porque ayer cargué un mueble
	SALGO YO YA GANAR CAMPEONATO	yo gané el campeonato
	YA MSM TI CONFUNDIR TI YA TU MAM PORQUE SE PARECIDAR	te confundo a ti y a tu mamá porque se parecen
	TODO IGLESIA GRITAR ALELUYA!	todos en la iglesia gritan ¡aleluya
	SBETEAR MONTAA RUSA NO COBARDE	súbete a la montaña rusa no seas cobarde
	SECRETO SECRETO YA YA DESCUBRIR	ya descubrí su secreto
	HOY M CLULAR YO YA TENER SALDO	hoy mi celulares ya tiene saldo
	PRXIMO-DOMINGO MI HERMANO+MUJER CASAR	mi hermana se casa el próximo domingo
	MAESTRA MATEMTICAS MUCHAS BROMAS	la maestra de matemáticas dice muchas bromas
	MUCHO CINTURN-DE-SEGURIDAD MI AUTO NO-HAY	mi auto no tiene cinturón de seguridad
	BANDERA MEXICANA TENER TRES COLORES	la bandera mexicana tiene tres colores
	MI CRONMETRO YA PERDER	mi cronómetro se perdió
	ELLA TENER LUNAR BONITO	ella tienen una lunar bonito
	YA MSM TI CONFUNDIR TI YA TU MAM PORQUE SE PARECIDAR	te confundo a ti y a tu mamá porque se parecen
	Spanish tomslg : credencial del ine tiene mi huella	la credencial del ine tiene mi huella
	SU HIJO YO YA MUCHO ABANDONAR	él abandonó a su hijo
	Spanish tomslg : credencial del ine tiene mi huellas	la credencial del ine tiene mi huellas
	Spanish to mslg ELLA TENER CABELLO-LACIO	ella tienen cabello lacio
	ELLA TENER LUNAR BONITO	ella tiene una lunar bonito
	AYER SU ROPA SUCIA MI HERMANO LAVAR	ayer mi hermano lavó su ropa sucia
	YA M ADN PRIMER HOMBRE MUNDO DIOS HACER	adán es el primer hombre creado por dios en el mundo
	SALA TRABAJAR ARCHIVO HOSPITAL	rosalía trabaja en el archivo del hospital
	AYER YA PASEAR SENTIR BIEN	ayer fui a pasear y me senti muy bien
	AYER MAM PREPARAR ATOLE	ayer mi mamá preparó atole
	SEMANA PASADA YO PEDIR AVENTN LUGAR CASETA	la semana pasada pedí un aventón a la caseta
	YO YA COMPRAR COCA-COLA AYER	yo compré una coca cola ayer
	YA M ADN PRIMER HOMBRE MUNDO DIOS HACER	adán es el primer hombre ideado por dios en el mundo
	SEMANA PASADA CINTA CANELA YO COMPRAR CENTRO	la semana pasada compré cintas canela en el centro
	SL GRANDE FCIL APRENDER LETRA ABECEDARIO	es fácil aprender las letras del abecedario
	SBETEAR MONTAA RUSA NO COBARDE	súbete a la montaña rusa no seas cobarde
	MAANA YO VIAJAR FRICA	mañana voy a viajar a áfrica
	ESO BONITO S YO GUSTAR	eso es muy bonito sí me gusta
	T PRESIDENTE MÉXICO QUERER? CARLOS-SALINAS-DE-GORTARI	¿ quién fue un presidente de méxico ? carlos salinas de gorta
	HOSPITALAC TODOS ENFERMERA AMABLE	todas las enfermeras del hospital son muy amables
	SALGIA SECUNDARIA YO DONAR CONSTANCIA SALGARIA	ayer me dieron la constancia de la secundaria
	T PRESIDENTE MÉXICO QUERER? CARLOS-SALINAS-DE-GORTARI	¿ quién fue el presidente de méxico ? carlos salinas de gortari
	MI AMIGO+MUJER MODELO SU REVISTA	mi amiga es modelo de una revista
	MI ABUELO TENER RIFLE VIEJO	mi abuelo tiene un rifle viejo
	Slovaquia ESE PAS LEJOS	eslovaquia es un país que está muy lejos
	SIEMPRE ELLOS DISCUTIR	ellos siempre discuten
	T YA CONOCER ARGENTINA?	¿ tú ya desconoces argentina ?
	SARA YO M GUSTAR FRESAS CON CREMO	me gustan las fresas con crema
	YA MSNAR VERDAD NO-ELUDAR PREGUNTA	ya dime la verdad no eludas la pregunta
	SIEMPRE HIJO MI VECINO MUCHO DESOBEDECER	un hijo de mi vecino siempre es tan desobediente
	MADRUGADA EXPLOSIN YO ESCUCHAR	en la madrugada escuché una explosión
	MAESTRA MATEMTICAS MUCHAS BROMAS	la maestra de matemáticas dice tantas bromas
	SACAR-COPIA ELLOS DEBER	debes sacar una copia
	MUCHO ESCUELA NIO TENER COMPUTADORA PARA TRABAJO	en la escuela cada niño tiene una computadora para trabajar
	MI PAP LLENAR-FORMATO PARA TRAMITAR LICENCIA-DE-MANEJO	mi papá llena el formato para tramitar su licencia de manejo
	SIEMPRE LEGISLADOR YA PROPOSER NUEVA LSM	el legislador propuso una nueva ley de lsm
	YO NO-FUI DIAGNRO ROMPER ROMPER	yo no fui el que rompió el vidrio
	BANDERA MÉXICO ESE ESE MUCHO BONITO	el escudo de la bandera de méxico es muy bonito
	MI TO TENER CASA CUERNAVACA	mi tío tiene una casa en cuernavaca
	MI AMIGO+MUJER MODELO SU REVISTA	mi amiga es modelo de una revista
	MUCHO PERRO DEBAJO MESA	el perro está debajo de la mesa
	MUCHO SÉ LEER INGLÉS IDIOMA	yo sé leer en idioma inglés
	M VIAJAR FRANCIA YO EMOCIONAR YA	mi viaje a francia me emocionó
	ESO BONITO YO GUSTAR	eso es muy bonito sí le gustan
	SEMANA PASADA YO IR PLAZA UNIVERSIDAD	la semana pasada fui a plaza universidad
	BARCO CAPITN INTELIGENTE	el capitán del barco es muy inteligente
	SIEMPRE BEBÉ EXPRESAR EX PRESAR	un bebéa siempre es muuuuy expresivo
	PRXIMO CONFERENCIA LUGAR MONTERREY	la próxima conferencia será en monterrey
	MUCHO M PREMINO UNIVERSIDAD YA INGRESAR	mi primo ingresó a la universidades
	CHINA HABER SOBREPOBILIDAD	en china hay sobrepoblación
	SIEMPRE MI FAMILIA TELETN DONAR DONARDONAR	mi familia simpre dona a teletón
	SIEMPRE MAESTRO ALUMNOS REUNIN APARTE	el maestro se reunió aparte con sus alumnos
	SLGA Spanish YA DEBER RESPONSABLE T YA ADULTO	tú ya debes ser responsable ya eres un adulto
	SU BEBÉ CÉSAR SU BONITO	el bebé de césar es muy bonito
	SEMANA PASADA LUGAR PLAZA UNIVERSIDAD	la semana pasadala estuve a plaza universidad
	MUCHO ESTUDIAR PARA EXAMEN	estudiamos para el examen
	YA M NO GUSTAR ARAAS	a mí no me gustan las arañas
	MUCHO CINTURN-DE-SEGURIDAD MI AUTO NO-HAY	mi auto no tiene cinturón de seguridad
	CHINA HABER SOBREPOBILIDAD	en china hay sobrepoblación
	MI JEFE ÉL PAGAR M SUELDO MITAD	mi jefe me pagaron la mitad del sueldo
	SIEMPRE HIJO MI VECINO MUCHO DESOBEDECER	el hijo de mi vecino siempre es muy desobediente
	M VIAJAR FRANCIA YO EMOCIONAR YA	mi viaje a francia me emocionó
	PRXIMO-DOMINGO MI HERMANO+MUJER CASAR	mi hermana se casa el próximo domingo
	MI HERMANO+MUJER EMBARAZADA	mi hermana está embarazada
